family_id,dataset,model,split,method_a,method_b,direction_convention,ordered_identity_target_sha256,aligned_row_count,positive_count,negative_count,auc_a,auc_b,delta_auc,delta_gini,delong_variance,delong_z,delong_raw_p,delong_valid,bootstrap_auc_point,bootstrap_ci95_lower,bootstrap_ci95_upper,bootstrap_seed,bootstrap_attempted,bootstrap_valid,bootstrap_interval_valid,dev_fold_auc_deltas,dev_folds_same_oot_direction,feature_count_a,feature_count_b,feature_count_comparability,natural_support_caveat,holm_family_size,holm_adjusted_p,holm_reject_0_05,bootstrap_ci_excludes_zero,evidence_strength,interpretation_limit
baseline_vs_full_features__lendingclub_v2__lr,lendingclub_v2,lr,oot,legacy_rf_relevance_corr,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6915457285238555,0.7108872585675469,-0.019341530043691324,-0.03868306008738265,4.3368811320300664e-07,-29.36987291022112,1.332355548443071e-189,True,-0.019341530043691324,-0.020619774666366997,-0.018000137434043936,20260721,2000,2000,True,-0.00901628463139|-0.0146786174114|-0.0184923536473|-0.0178279636434|-0.0218999382705,5,20,675,different_counts,False,7,3.997066645329213e-189,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__lr,lendingclub_v2,lr,oot,catboost_shap,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6965421682537228,0.7108872585675469,-0.014345090313824027,-0.028690180627648054,3.6484119648944e-07,-23.74932940126518,1.116408924446588e-124,True,-0.014345090313824027,-0.015498819081983656,-0.013123740841574564,20260721,2000,2000,True,-0.00782978401435|-0.0139621997136|-0.0163012065725|-0.0121112080574|-0.0167464640849,5,20,675,different_counts,False,7,2.232817848893176e-124,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__lr,lendingclub_v2,lr,oot,boruta_random_forest,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6557476745180499,0.7108872585675469,-0.055139584049496926,-0.11027916809899385,1.1092288782080987e-06,-52.354365644428036,0.0,True,-0.055139584049496926,-0.057159972511623525,-0.05288113197652427,20260721,2000,2000,True,-0.0614897189742|-0.071082118189|-0.0732319029029|-0.0859748231851|-0.0810326314022,5,20,675,different_counts,True,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__lr,lendingclub_v2,lr,oot,rfe_catboost,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6988805926231895,0.7108872585675469,-0.012006665944357398,-0.024013331888714795,3.515192613623855e-07,-20.25106483730991,3.476435555152627e-91,True,-0.012006665944357398,-0.013146418397619625,-0.010841654338660788,20260721,2000,2000,True,-0.00561815850158|-0.0106303183406|-0.0111592023888|-0.0112337248237|-0.0155136067885,5,20,675,different_counts,False,7,3.476435555152627e-91,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,iv_woe,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6821098791687364,0.6038217755404582,0.0782881036282782,0.1565762072565564,1.926013996767219e-06,56.411292941219216,0.0,True,0.0782881036282782,0.07558481275287537,0.0809821170673875,20260721,2000,2000,True,0.104046898964|0.100318061116|0.100577003894|0.118486851341|0.114950065594,5,20,20,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,mrmr_mutual_information,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6859236290968351,0.6038217755404582,0.08210185355637689,0.16420370711275378,1.8690006968763985e-06,60.05486988158339,0.0,True,0.08210185355637689,0.0793995942803791,0.08461712249462072,20260721,2000,2000,True,0.11342437564|0.103105100233|0.108589330502|0.118265568869|0.111763109799,5,20,20,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,lasso_l1_logistic,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6811035325109065,0.6038217755404582,0.07728175697044826,0.1545635139408965,2.022797810693087e-06,54.337637175286496,0.0,True,0.07728175697044826,0.07447559144939589,0.08007619259923682,20260721,2000,2000,True,0.128730201384|0.124509064691|0.122691963373|0.132206132837|0.1184176344,5,20,20,matched,True,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,legacy_rf_relevance_corr,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6915457285238555,0.6038217755404582,0.0877239529833973,0.1754479059667946,1.8099684317469058e-06,65.20526936402794,0.0,True,0.0877239529833973,0.08512775342330811,0.09028358143725786,20260721,2000,2000,True,0.124629246228|0.121511446234|0.116971002724|0.126071708422|0.121681398173,5,20,20,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,catboost_shap,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6965421682537228,0.6038217755404582,0.0927203927132646,0.1854407854265292,1.850517405637024e-06,68.15985772443928,0.0,True,0.0927203927132646,0.09004883431282815,0.09541028266092255,20260721,2000,2000,True,0.125815746845|0.122227863932|0.119162149799|0.131788464008|0.126834872358,5,20,20,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,boruta_random_forest,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6557476745180499,0.6038217755404582,0.0519258989775917,0.1038517979551834,1.404000190669048e-06,43.82283207918573,0.0,True,0.0519258989775917,0.049664345333760844,0.05424296289948113,20260721,2000,2000,True,0.0721558118847|0.0651079454568|0.0622314534687|0.0579248488801|0.062548705041,5,20,20,matched,True,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__lr,lendingclub_v2,lr,oot,rfe_catboost,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6988805926231895,0.6038217755404582,0.09505881708273123,0.19011763416546246,1.7791336862968813e-06,71.26694039638494,0.0,True,0.09505881708273123,0.09247393743581934,0.09764848169941609,20260721,2000,2000,True,0.128027372357|0.125559745305|0.124304153983|0.132665947242|0.128067729655,5,20,20,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,iv_woe,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7026727974821896,0.7229733440369056,-0.020300546554716026,-0.04060109310943205,2.078892819533391e-07,-44.52374441442988,0.0,True,-0.020300546554716026,-0.021161989189973814,-0.0194308955964157,20260721,2000,2000,True,-0.0129394283457|-0.0151285851631|-0.0160458465134|-0.0146192905398|-0.0191179705897,5,40,675,different_counts,False,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,mrmr_mutual_information,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7020237291842616,0.7229733440369056,-0.020949614852644016,-0.04189922970528803,2.639824570742826e-07,-40.7744873729928,0.0,True,-0.020949614852644016,-0.021952825241527942,-0.019901467328421497,20260721,2000,2000,True,-0.0158799844675|-0.0161447438544|-0.0163998569232|-0.015918797555|-0.0200319308241,5,40,675,different_counts,False,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,lasso_l1_logistic,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7096269175074682,0.7229733440369056,-0.013346426529437405,-0.02669285305887481,1.5825636050733157e-07,-33.549373388897315,9.194399559981929e-247,True,-0.013346426529437405,-0.014139296020896915,-0.012566298794905648,20260721,2000,2000,True,-0.00382584126369|-0.00558337058547|-0.00903806326165|-0.0087257721603|-0.00914505695364,5,40,675,different_counts,True,7,2.7583198679945783e-246,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,legacy_rf_relevance_corr,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7071937974621152,0.7229733440369056,-0.015779546574790415,-0.03155909314958083,1.494282726655005e-07,-40.820482284833005,0.0,True,-0.015779546574790415,-0.016539100381061274,-0.01502436669219909,20260721,2000,2000,True,-0.00638974994245|-0.0100845195816|-0.0117527233171|-0.012133420402|-0.0151230391056,5,40,675,different_counts,False,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,catboost_shap,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7151490967691265,0.7229733440369056,-0.007824247267779083,-0.015648494535558166,9.1656083295149e-08,-25.8441301532384,2.8323606120920995e-147,True,-0.007824247267779083,-0.008380334429862472,-0.007218340284741121,20260721,2000,2000,True,-0.0036305460849|-0.00522181397451|-0.00537578157359|-0.00509605999957|-0.00655471845429,5,40,675,different_counts,False,7,5.664721224184199e-147,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,boruta_random_forest,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6857472026449051,0.7229733440369056,-0.037226141392000534,-0.07445228278400107,6.193513471720025e-07,-47.30199733194712,0.0,True,-0.037226141392000534,-0.038793381760476545,-0.035675207099998184,20260721,2000,2000,True,-0.0150532444467|-0.0155025062484|-0.0462808139237|-0.0548072751394|-0.0511571059558,5,40,675,different_counts,True,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_full_features__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,rfe_catboost,full_features,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7189617673749171,0.7229733440369056,-0.004011576661988481,-0.008023153323976961,6.333247763860107e-08,-15.940496961099688,3.317053656616331e-57,True,-0.004011576661988481,-0.004499390852943733,-0.0035200664225583135,20260721,2000,2000,True,-0.00157994843703|-0.00184359663717|-0.00228747567597|-0.0037301762218|-0.00286876168969,5,40,675,different_counts,False,7,3.317053656616331e-57,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,iv_woe,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7026727974821896,0.6718457995837933,0.03082699789839627,0.06165399579679254,8.665920388699746e-07,33.11493335306444,1.8118189705723013e-240,True,0.03082699789839627,0.02894124435933975,0.03276038702354443,20260721,2000,2000,True,0.052970555722|0.0515628884582|0.0487652291231|0.0498445772309|0.0452752116013,5,40,40,matched,False,7,5.435456911716904e-240,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,mrmr_mutual_information,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7020237291842616,0.6718457995837933,0.03017792960046828,0.06035585920093656,8.566615561148798e-07,32.605044868931074,3.4786851165218317e-233,True,0.03017792960046828,0.02830617490563083,0.032010512133250985,20260721,2000,2000,True,0.0500299996001|0.0505467297669|0.0484112187133|0.0485450702156|0.0443612513669,5,40,40,matched,False,7,6.957370233043663e-233,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,lasso_l1_logistic,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7096269175074682,0.6718457995837933,0.03778111792367489,0.07556223584734978,8.710470663830409e-07,40.4812573371614,0.0,True,0.03778111792367489,0.03585761275251075,0.0396861918891699,20260721,2000,2000,True,0.062084142804|0.0611081030358|0.0557730123749|0.0557380956104|0.0552481252374,5,40,40,matched,True,7,0.0,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,legacy_rf_relevance_corr,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7071937974621152,0.6718457995837933,0.03534799787832188,0.07069599575664376,8.427198224401479e-07,38.50553975203939,0.0,True,0.03534799787832188,0.033493002293181376,0.03725205073447478,20260721,2000,2000,True,0.0595202341252|0.0566069540397|0.0530583523195|0.0523304473687|0.0492701430855,5,40,40,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,catboost_shap,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7151490967691265,0.6718457995837933,0.04330329718533321,0.08660659437066642,8.423128693640244e-07,47.1828583957146,0.0,True,0.04330329718533321,0.041433732690823656,0.04512407240839066,20260721,2000,2000,True,0.0622794379828|0.0614696596468|0.059435294063|0.0593678077711|0.0578384637367,5,40,40,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,boruta_random_forest,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.6857472026449051,0.6718457995837933,0.013901403061111761,0.027802806122223522,6.328976703066549e-07,17.47398212252934,2.261453339321954e-68,True,0.013901403061111761,0.012295620574552588,0.015511284706477146,20260721,2000,2000,True,0.050856739621|0.0511889673729|0.0185302617129|0.00965659263128|0.0132360762352,5,40,40,matched,True,7,2.261453339321954e-68,True,True,strong,natural-support/count mismatch; non-significance is not equivalence
baseline_vs_random_k__lendingclub_v2__catboost,lendingclub_v2,catboost,oot,rfe_catboost,random_k,method_a_minus_method_b,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,293105,68252,224853,0.7189617673749171,0.6718457995837933,0.047115967791123814,0.09423193558224763,8.435297694785208e-07,51.300064264574736,0.0,True,0.047115967791123814,0.04532986393361593,0.04895573018584773,20260721,2000,2000,True,0.0643300356306|0.0648478769841|0.0625235999606|0.0607336915489|0.0615244205013,5,40,40,matched,False,7,0.0,True,True,strong,scoped to this dataset/model/OOT split; non-significance is not equivalence
