comparison_id,family_id,family_status,dataset,model,method,method_configuration,reference,direction,metric,method_value,reference_value,difference,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_attempted,bootstrap_valid,delong_z,raw_p_value,holm_input_p,holm_adjusted_p_value,holm_reject,win_tie_loss,population_rows,population_events,ordered_case_id_sha256,ordered_case_id_target_sha256,paired_identity_target_sha256,budget_match_status,natural_support_status,exploratory,availability,evidence_grade,method_prediction_path,reference_prediction_path,unavailable_reason,authentication_reference
p14-b-024__homecredit__catboost__lasso_l1_logistic__k40__vs__random_k,baseline_vs_random_k__homecredit__catboost,evaluable,homecredit,catboost,lasso_l1_logistic,k40,random_k,method_a_minus_method_b,roc_auc,0.7742262072686338,0.685393258196267,0.08883294907236683,0.0842355462640587,0.0936484427891918,2000,2000,34.84390926228986,5.265292633907692e-266,5.265292633907692e-266,2.6326463169538463e-265,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/homecredit/fbv1-018-homecredit-catboost-lasso-l1-logistic-s42/predictions_oot.csv,results/full_baseline_v1/runs/homecredit/fbv1-006-homecredit-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-025__homecredit__catboost__legacy_rf_relevance_corr__k40__vs__random_k,baseline_vs_random_k__homecredit__catboost,evaluable,homecredit,catboost,legacy_rf_relevance_corr,k40,random_k,method_a_minus_method_b,roc_auc,0.7698045497949376,0.685393258196267,0.08441129159867067,0.079775265070856,0.0892991258901411,2000,2000,33.420912729827045,6.812624640225691e-245,6.812624640225691e-245,2.7250498560902765e-244,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/homecredit/fbv1-022-homecredit-catboost-legacy-rf-relevance-corr-s42/predictions_oot.csv,results/full_baseline_v1/runs/homecredit/fbv1-006-homecredit-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-026__homecredit__catboost__catboost_shap__k40__vs__random_k,baseline_vs_random_k__homecredit__catboost,evaluable,homecredit,catboost,catboost_shap,k40,random_k,method_a_minus_method_b,roc_auc,0.7795351956558698,0.685393258196267,0.09414193745960286,0.0894159435530769,0.0991401132230977,2000,2000,36.328100082262786,5.82713164544046e-289,5.82713164544046e-289,3.496278987264276e-288,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/homecredit/fbv1-026-homecredit-catboost-catboost-shap-s42/predictions_oot.csv,results/full_baseline_v1/runs/homecredit/fbv1-006-homecredit-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-027__homecredit__catboost__boruta_random_forest__k40__vs__random_k,baseline_vs_random_k__homecredit__catboost,evaluable,homecredit,catboost,boruta_random_forest,k40,random_k,method_a_minus_method_b,roc_auc,0.7542024954343132,0.685393258196267,0.06880923723804622,0.0636509318319881,0.0738131141750581,2000,2000,24.89276379272623,8.911452626737401e-137,8.911452626737401e-137,8.911452626737401e-137,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,oot_refit_40_vs_frozen_reference_support_26_exploratory,"{""method_a"":""infeasible_natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,results/full_baseline_v1/runs/homecredit/fbv1-006-homecredit-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-028__homecredit__catboost__rfe_catboost__k40__vs__random_k,baseline_vs_random_k__homecredit__catboost,evaluable,homecredit,catboost,rfe_catboost,k40,random_k,method_a_minus_method_b,roc_auc,0.7814255198969775,0.685393258196267,0.09603226170071055,0.0915434736026164,0.1007968047797219,2000,2000,38.962361422938564,0.0,0.0,0.0,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,results/full_baseline_v1/runs/homecredit/fbv1-006-homecredit-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-029__lendingclub_v2__lr__iv_woe__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,iv_woe,k20,full_features,method_a_minus_method_b,roc_auc,0.6821098791687364,0.7108872585675469,-0.02877737939881042,-0.0301453481422966,-0.0273358852831223,2000,2000,-38.75281249003309,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-030__lendingclub_v2__lr__mrmr_mutual_information__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,mrmr_mutual_information,k20,full_features,method_a_minus_method_b,roc_auc,0.6859236290968351,0.7108872585675469,-0.024963629470711735,-0.0263529882308993,-0.0235575508813433,2000,2000,-34.52479185259723,3.40681151659993e-261,3.40681151659993e-261,1.362724606639972e-260,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-015-lendingclub_v2-lr-mrmr-mutual-information-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-031__lendingclub_v2__lr__lasso_l1_logistic__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,lasso_l1_logistic,k20,full_features,method_a_minus_method_b,roc_auc,0.6811035325109065,0.7108872585675469,-0.02978372605664037,-0.0312662690741394,-0.0282288277003122,2000,2000,-37.55562370799455,1.1404812866230145e-308,1.1404812866230145e-308,5.702406433115072e-308,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-032__lendingclub_v2__lr__legacy_rf_relevance_corr__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,legacy_rf_relevance_corr,k20,full_features,method_a_minus_method_b,roc_auc,0.6915457285238555,0.7108872585675469,-0.019341530043691324,-0.0206197746663669,-0.0180001374340439,2000,2000,-29.36987291022112,1.332355548443071e-189,1.332355548443071e-189,3.997066645329213e-189,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-023-lendingclub_v2-lr-legacy-rf-relevance-corr-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-033__lendingclub_v2__lr__catboost_shap__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,catboost_shap,k20,full_features,method_a_minus_method_b,roc_auc,0.6965421682537228,0.7108872585675469,-0.014345090313824027,-0.0154988190819836,-0.0131237408415745,2000,2000,-23.74932940126518,1.116408924446588e-124,1.116408924446588e-124,2.232817848893176e-124,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-034__lendingclub_v2__lr__boruta_random_forest__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,boruta_random_forest,k20,full_features,method_a_minus_method_b,roc_auc,0.6557476745180499,0.7108872585675469,-0.055139584049496926,-0.0571599725116235,-0.0528811319765242,2000,2000,-52.354365644428036,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-031-lendingclub_v2-lr-boruta-random-forest-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-035__lendingclub_v2__lr__rfe_catboost__k20__vs__full_features,baseline_vs_full_features__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,rfe_catboost,k20,full_features,method_a_minus_method_b,roc_auc,0.6988805926231895,0.7108872585675469,-0.012006665944357398,-0.0131464183976196,-0.0108416543386607,2000,2000,-20.25106483730991,3.476435555152627e-91,3.476435555152627e-91,3.476435555152627e-91,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-035-lendingclub_v2-lr-rfe-catboost-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-036__lendingclub_v2__lr__iv_woe__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,iv_woe,k20,random_k,method_a_minus_method_b,roc_auc,0.6821098791687364,0.6038217755404582,0.0782881036282782,0.0755848127528753,0.0809821170673875,2000,2000,56.411292941219216,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-037__lendingclub_v2__lr__mrmr_mutual_information__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,mrmr_mutual_information,k20,random_k,method_a_minus_method_b,roc_auc,0.6859236290968351,0.6038217755404582,0.08210185355637689,0.0793995942803791,0.0846171224946207,2000,2000,60.05486988158339,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-015-lendingclub_v2-lr-mrmr-mutual-information-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-038__lendingclub_v2__lr__lasso_l1_logistic__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,lasso_l1_logistic,k20,random_k,method_a_minus_method_b,roc_auc,0.6811035325109065,0.6038217755404582,0.07728175697044826,0.0744755914493958,0.0800761925992368,2000,2000,54.337637175286496,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-039__lendingclub_v2__lr__legacy_rf_relevance_corr__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,legacy_rf_relevance_corr,k20,random_k,method_a_minus_method_b,roc_auc,0.6915457285238555,0.6038217755404582,0.0877239529833973,0.0851277534233081,0.0902835814372578,2000,2000,65.20526936402794,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-023-lendingclub_v2-lr-legacy-rf-relevance-corr-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-040__lendingclub_v2__lr__catboost_shap__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,catboost_shap,k20,random_k,method_a_minus_method_b,roc_auc,0.6965421682537228,0.6038217755404582,0.0927203927132646,0.0900488343128281,0.0954102826609225,2000,2000,68.15985772443928,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-041__lendingclub_v2__lr__boruta_random_forest__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,boruta_random_forest,k20,random_k,method_a_minus_method_b,roc_auc,0.6557476745180499,0.6038217755404582,0.0519258989775917,0.0496643453337608,0.0542429628994811,2000,2000,43.82283207918573,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-031-lendingclub_v2-lr-boruta-random-forest-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-042__lendingclub_v2__lr__rfe_catboost__k20__vs__random_k,baseline_vs_random_k__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,rfe_catboost,k20,random_k,method_a_minus_method_b,roc_auc,0.6988805926231895,0.6038217755404582,0.09505881708273123,0.0924739374358193,0.097648481699416,2000,2000,71.26694039638494,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-035-lendingclub_v2-lr-rfe-catboost-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-043__lendingclub_v2__catboost__iv_woe__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,iv_woe,k40,full_features,method_a_minus_method_b,roc_auc,0.7026727974821896,0.7229733440369056,-0.020300546554716026,-0.0211619891899738,-0.0194308955964157,2000,2000,-44.52374441442988,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-044__lendingclub_v2__catboost__mrmr_mutual_information__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,mrmr_mutual_information,k40,full_features,method_a_minus_method_b,roc_auc,0.7020237291842616,0.7229733440369056,-0.020949614852644016,-0.0219528252415279,-0.0199014673284214,2000,2000,-40.7744873729928,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-016-lendingclub_v2-catboost-mrmr-mutual-information-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-045__lendingclub_v2__catboost__lasso_l1_logistic__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,lasso_l1_logistic,k40,full_features,method_a_minus_method_b,roc_auc,0.7096269175074682,0.7229733440369056,-0.013346426529437405,-0.0141392960208969,-0.0125662987949056,2000,2000,-33.549373388897315,9.194399559981929e-247,9.194399559981929e-247,2.7583198679945783e-246,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-046__lendingclub_v2__catboost__legacy_rf_relevance_corr__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,legacy_rf_relevance_corr,k40,full_features,method_a_minus_method_b,roc_auc,0.7071937974621152,0.7229733440369056,-0.015779546574790415,-0.0165391003810612,-0.015024366692199,2000,2000,-40.820482284833005,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-024-lendingclub_v2-catboost-legacy-rf-relevance-corr-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-047__lendingclub_v2__catboost__catboost_shap__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,catboost_shap,k40,full_features,method_a_minus_method_b,roc_auc,0.7151490967691265,0.7229733440369056,-0.007824247267779083,-0.0083803344298624,-0.0072183402847411,2000,2000,-25.8441301532384,2.8323606120920995e-147,2.8323606120920995e-147,5.664721224184199e-147,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-028-lendingclub_v2-catboost-catboost-shap-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-048__lendingclub_v2__catboost__boruta_random_forest__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,boruta_random_forest,k40,full_features,method_a_minus_method_b,roc_auc,0.6857472026449051,0.7229733440369056,-0.037226141392000534,-0.0387933817604765,-0.0356752070999981,2000,2000,-47.30199733194712,0.0,0.0,0.0,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-032-lendingclub_v2-catboost-boruta-random-forest-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
p14-b-049__lendingclub_v2__catboost__rfe_catboost__k40__vs__full_features,baseline_vs_full_features__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,rfe_catboost,k40,full_features,method_a_minus_method_b,roc_auc,0.7189617673749171,0.7229733440369056,-0.004011576661988481,-0.0044993908529437,-0.0035200664225583,2000,2000,-15.940496961099688,3.317053656616331e-57,3.317053656616331e-57,3.317053656616331e-57,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_applicable_full_feature_reference,"{""method_a"":""budget_satisfied"",""method_b"":""full_feature_reference""}",False,evaluable,not_supported,results/full_baseline_v1/runs/lendingclub_v2/fbv1-036-lendingclub_v2-catboost-rfe-catboost-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,,authentication_validation.json
