comparison_id,family_id,family_status,dataset,model,method,method_configuration,reference,direction,metric,method_value,reference_value,difference,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_attempted,bootstrap_valid,delong_z,raw_p_value,holm_input_p,holm_adjusted_p_value,holm_reject,win_tie_loss,population_rows,population_events,ordered_case_id_sha256,ordered_case_id_target_sha256,paired_identity_target_sha256,budget_match_status,natural_support_status,exploratory,availability,evidence_grade,method_prediction_path,reference_prediction_path,unavailable_reason,authentication_reference
p14-b-050__lendingclub_v2__catboost__iv_woe__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,iv_woe,k40,random_k,method_a_minus_method_b,roc_auc,0.7026727974821896,0.6718457995837933,0.03082699789839627,0.0289412443593397,0.0327603870235444,2000,2000,33.11493335306444,1.8118189705723013e-240,1.8118189705723013e-240,5.435456911716904e-240,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-051__lendingclub_v2__catboost__mrmr_mutual_information__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,mrmr_mutual_information,k40,random_k,method_a_minus_method_b,roc_auc,0.7020237291842616,0.6718457995837933,0.03017792960046828,0.0283061749056308,0.0320105121332509,2000,2000,32.605044868931074,3.4786851165218317e-233,3.4786851165218317e-233,6.957370233043663e-233,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-016-lendingclub_v2-catboost-mrmr-mutual-information-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-052__lendingclub_v2__catboost__lasso_l1_logistic__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,lasso_l1_logistic,k40,random_k,method_a_minus_method_b,roc_auc,0.7096269175074682,0.6718457995837933,0.03778111792367489,0.0358576127525107,0.0396861918891699,2000,2000,40.4812573371614,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-053__lendingclub_v2__catboost__legacy_rf_relevance_corr__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,legacy_rf_relevance_corr,k40,random_k,method_a_minus_method_b,roc_auc,0.7071937974621152,0.6718457995837933,0.03534799787832188,0.0334930022931813,0.0372520507344747,2000,2000,38.50553975203939,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-024-lendingclub_v2-catboost-legacy-rf-relevance-corr-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-054__lendingclub_v2__catboost__catboost_shap__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,catboost_shap,k40,random_k,method_a_minus_method_b,roc_auc,0.7151490967691265,0.6718457995837933,0.04330329718533321,0.0414337326908236,0.0451240724083906,2000,2000,47.1828583957146,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-028-lendingclub_v2-catboost-catboost-shap-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-055__lendingclub_v2__catboost__boruta_random_forest__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,boruta_random_forest,k40,random_k,method_a_minus_method_b,roc_auc,0.6857472026449051,0.6718457995837933,0.013901403061111761,0.0122956205745525,0.0155112847064771,2000,2000,17.47398212252934,2.261453339321954e-68,2.261453339321954e-68,2.261453339321954e-68,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-032-lendingclub_v2-catboost-boruta-random-forest-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-b-056__lendingclub_v2__catboost__rfe_catboost__k40__vs__random_k,baseline_vs_random_k__lendingclub_v2__catboost,evaluable,lendingclub_v2,catboost,rfe_catboost,k40,random_k,method_a_minus_method_b,roc_auc,0.7189617673749171,0.6718457995837933,0.047115967791123814,0.0453298639336159,0.0489557301858477,2000,2000,51.300064264574736,0.0,0.0,0.0,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/full_baseline_v1/runs/lendingclub_v2/fbv1-036-lendingclub_v2-catboost-rfe-catboost-s42/predictions_oot.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,,authentication_validation.json
p14-c-001__homecredit__lr__statistical_normalized_average_rank__k20__vs__iv_woe,combination_vs_iv_woe__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,iv_woe,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7381468221833661,0.011567089213426085,0.009389457823141222,0.013723883754230655,2000,2000,10.076285983586844,7.033460723560071e-24,7.033460723560071e-24,7.033460723560071e-24,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-009-homecredit-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-002__homecredit__lr__statistical_normalized_average_rank__k20__vs__lasso_l1_logistic,combination_vs_lasso_l1_logistic__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,lasso_l1_logistic,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7453493532411244,0.00436455815566783,0.0023378543583180036,0.006417007292334848,2000,2000,4.074164398140049,4.617985291459867e-05,4.617985291459867e-05,4.617985291459867e-05,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-017-homecredit-lr-lasso-l1-logistic-s42/predictions_oot.csv,,authentication_validation.json
p14-c-003__homecredit__lr__statistical_normalized_average_rank__k20__vs__rfe_catboost,combination_vs_rfe_catboost__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,rfe_catboost,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7465460931107201,0.003167818286072155,0.0014557399824545348,0.005056040303325601,2000,2000,3.3903625256437078,0.0006980025298813094,0.0006980025298813094,0.0013960050597626188,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,,authentication_validation.json
p14-c-004__homecredit__lr__statistical_normalized_average_rank__k20__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7397382371452405,0.00997567425155177,0.007763162020322231,0.012225854982361376,2000,2000,8.912902761076683,4.971357904112729e-19,4.971357904112729e-19,1.4914073712338188e-18,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-005__homecredit__lr__statistical_normalized_average_rank__k20__vs__catboost_shap,combination_vs_catboost_shap__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,catboost_shap,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7501298442067997,-0.00041593281000751325,-0.0014479966525939025,0.0006539553419562721,2000,2000,-0.791591492299217,0.4285989092264213,0.4285989092264213,0.4285989092264213,False,loss,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-025-homecredit-lr-catboost-shap-s42/predictions_oot.csv,,authentication_validation.json
p14-c-006__homecredit__lr__statistical_normalized_average_rank__k20__vs__mrmr_mutual_information,combination_vs_mrmr_mutual_information__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,mrmr_mutual_information,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7351157546380289,0.014598156758763303,0.011958079045755752,0.017390254401531562,2000,2000,10.23513756344798,1.3799892289968646e-24,1.3799892289968646e-24,2.7599784579937293e-24,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-013-homecredit-lr-mrmr-mutual-information-s42/predictions_oot.csv,,authentication_validation.json
p14-c-007__homecredit__lr__statistical_normalized_average_rank__k20__vs__cross_dataset_rank_voting_v1_primary_pool_200,combination_vs_cross_dataset_rank_voting_v1_primary_pool_200__homecredit__lr,evaluable,homecredit,lr,statistical_normalized_average_rank,k20,cross_dataset_rank_voting_v1_primary_pool_200,method_a_minus_method_b,roc_auc,0.7497139113967922,0.7492378644507721,0.00047604694602010333,-0.0010804794753176638,0.002128251790035362,2000,2000,0.577954592460311,0.5632947761378582,0.5632947761378582,0.5632947761378582,False,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,not_budget_comparable_external_voting_pool,"{""method_a"":""budget_satisfied"",""method_b"":""external_voting_context""}",True,evaluable,weak,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/runs/homecredit/cdv1-003-homecredit-voting-k200-lr-s42/results/oot_predictions.csv,,authentication_validation.json
p14-c-008__homecredit__lr__iv_then_boruta__pool100__vs__iv_woe,combination_vs_iv_woe__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool100,iv_woe,method_a_minus_method_b,roc_auc,0.7561409498243946,0.7381468221833661,0.01799412764102848,0.015699321080784614,0.02008487330732172,2000,2000,15.35066169656063,3.50592057154616e-53,3.50592057154616e-53,7.01184114309232e-53,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-009-homecredit-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-009__homecredit__lr__iv_then_boruta__pool100__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool100,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7561409498243946,0.7397382371452405,0.016402712679154163,0.013321632263521243,0.019197524813047085,2000,2000,10.865244327172293,1.6877081566427934e-27,1.6877081566427934e-27,6.750832626571174e-27,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-010__homecredit__lr__iv_then_boruta__pool200__vs__iv_woe,combination_vs_iv_woe__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool200,iv_woe,method_a_minus_method_b,roc_auc,0.762022709997643,0.7381468221833661,0.023875887814276853,0.02137086094321431,0.026410710202486195,2000,2000,17.829954869691576,4.1375499432988225e-71,4.1375499432988225e-71,1.2412649829896468e-70,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-009-homecredit-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-011__homecredit__lr__iv_then_boruta__pool200__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool200,boruta_random_forest,method_a_minus_method_b,roc_auc,0.762022709997643,0.7397382371452405,0.022284472852402537,0.019410179093192047,0.02520454504856702,2000,2000,14.742359391755318,3.445343681702341e-49,3.445343681702341e-49,1.7226718408511705e-48,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-012__homecredit__lr__iv_then_boruta__pool300__vs__iv_woe,combination_vs_iv_woe__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool300,iv_woe,method_a_minus_method_b,roc_auc,0.7645699762524054,0.7381468221833661,0.02642315406903928,0.0237131820058963,0.029124462979130177,2000,2000,18.454782883992273,4.772792513688995e-76,4.772792513688995e-76,1.909117005475598e-75,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-009-homecredit-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-013__homecredit__lr__iv_then_boruta__pool300__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,iv_then_boruta,pool300,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7645699762524054,0.7397382371452405,0.024831739107164963,0.021961913442522407,0.027582016052930505,2000,2000,16.937666183149556,2.3735600667848448e-64,2.3735600667848448e-64,1.424136040070907e-63,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-014__homecredit__lr__boruta_then_mrmr_mutual_information__k20__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,boruta_then_mrmr_mutual_information,k20,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7438457692350863,0.7397382371452405,0.004107532089845822,0.002187673433307577,0.006131355191824592,2000,2000,4.2059890492625,2.5994282003147978e-05,2.5994282003147978e-05,2.5994282003147978e-05,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-015__homecredit__lr__boruta_then_mrmr_mutual_information__k20__vs__mrmr_mutual_information,combination_vs_mrmr_mutual_information__homecredit__lr,evaluable,homecredit,lr,boruta_then_mrmr_mutual_information,k20,mrmr_mutual_information,method_a_minus_method_b,roc_auc,0.7438457692350863,0.7351157546380289,0.008730014597057356,0.006853746688148868,0.010659212388041014,2000,2000,8.954466443414988,3.413825836313517e-19,3.413825836313517e-19,3.413825836313517e-19,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-013-homecredit-lr-mrmr-mutual-information-s42/predictions_oot.csv,,authentication_validation.json
p14-c-016__homecredit__lr__boruta_then_rfe_catboost__k20__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__lr,evaluable,homecredit,lr,boruta_then_rfe_catboost,k20,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7477855041186315,0.7397382371452405,0.008047266973391087,0.005517123284975811,0.010608992869253991,2000,2000,6.2525766563747265,4.037354627725066e-10,4.037354627725066e-10,8.074709255450132e-10,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-021-homecredit-boruta-then-rfe-catboost-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-017__homecredit__lr__boruta_then_rfe_catboost__k20__vs__rfe_catboost,combination_vs_rfe_catboost__homecredit__lr,evaluable,homecredit,lr,boruta_then_rfe_catboost,k20,rfe_catboost,method_a_minus_method_b,roc_auc,0.7477855041186315,0.7465460931107201,0.0012394110079114729,-0.0006442058834258662,0.0030286177704596704,2000,2000,1.3297962395611536,0.1835854152711404,0.1835854152711404,0.1835854152711404,False,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,weak,results/selector_combinations_v1/oot/evaluations/scv1-oot-021-homecredit-boruta-then-rfe-catboost-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,,authentication_validation.json
p14-c-018__homecredit__catboost__statistical_normalized_average_rank__k40__vs__iv_woe,combination_vs_iv_woe__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,iv_woe,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7685707064474809,0.010022061726225218,0.008271598091021412,0.011759666593811382,2000,2000,11.127445287881175,9.224132073781722e-29,9.224132073781722e-29,2.7672396221345167e-28,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-010-homecredit-catboost-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
