result_id,dataset,method,method_family,configuration,model,requested_k,realized_k,reference_natural_support_k,support_status,padding,oot_rows,oot_events,dev_auc_mean,dev_auc_sd,dev_auc_ci_lower,dev_auc_ci_upper,oot_auc,oot_gini,oot_ks,oot_lift_at_10,oot_bad_rate_capture_at_10,oot_log_loss,oot_brier,oot_minus_dev_auc,nogueira_stability,mean_pairwise_jaccard,kuncheva_index,score_psi,feature_psi_mean,fit_seconds,prediction_seconds,wall_clock_seconds,peak_rss_bytes,peak_gpu_memory_bytes,result_authentication_reference,prediction_authentication_reference,confirmatory_eligibility,notes
result__homecredit__catboost__cross_dataset_rank_voting_v1_primary_pool_200__pool200,homecredit,cross_dataset_rank_voting_v1_primary_pool_200,voting,pool200,catboost,40,40,,external_voting_primary_pool_200,False,120053,10688,0.7620035833086347,,,,0.7785716644478153,0.5571433288956307,0.4182823284989478,3.5692155403710326,0.3569423652694611,0.46538083511110007,0.1514691419082079,0.016568081139180624,,0.4163297157667947,0.5510531697341514,0.0576999585562315,0.0273946011758881,,,1613.5973550000344,3141316608.0,0,authentication_inventory.json,results/runs/homecredit/cdv1-007-homecredit-voting-k200-catboost-s42/results/oot_predictions.csv,exploratory_voting_context,
result__lendingclub_v2__lr__full_features__full,lendingclub_v2,full_features,baseline,full,lr,,675,,authenticated,False,293105,68252,0.7319632593152103,0.011008513344942255,0.7223138719203726,0.7416126467100481,0.7108872585675469,0.42177451713509373,0.3033897914347885,2.208835320126157,0.22088730000586063,0.6192845222304069,0.21472643096218424,-0.02107600074766347,1.0,1.0,,0.0020588120678201,0.12763459371945876,6601.480035066605,75.04164147377014,6845.229108810425,24228782080.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__full_features__full,lendingclub_v2,full_features,baseline,full,catboost,,675,,authenticated,False,293105,68252,0.7372043236935173,0.012210508282962378,0.7265013412817902,0.7479073061052444,0.7229733440369057,0.44594668807381144,0.32027296292361135,2.2867804242855567,0.2286819433862744,0.5882500688072909,0.20203776087894562,-0.014230979656611575,1.0,1.0,,0.0027868918950685,0.12763459371945876,14305.201073169708,69.55772566795349,14534.837069511414,22089527296.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__random_k__k20,lendingclub_v2,random_k,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.5934072674382754,0.0069872038413674245,0.5872827132355929,0.599531821640958,0.6038217755404582,0.20764355108091648,0.14978418008226174,1.4604451095129698,0.14604700228564732,0.6909098454794408,0.24852857465387634,0.010414508102182807,1.0,1.0,1.0,0.0695120929136092,0.1637451323342016,90.93605399131775,2.615242719650269,135.56499028205872,25867874304.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-007-lendingclub_v2-lr-random-k-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__random_k__k40,lendingclub_v2,random_k,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.6719504070360727,0.013077989890173801,0.660487043469907,0.6834137706022383,0.6718457995837933,0.3436915991675866,0.24773572019907458,1.929434354652518,0.19294672683584363,0.6293076067576056,0.2201144092198424,-0.00010460745227935941,1.0,1.0,1.0,0.0005986097271271,0.13319854607257736,1132.351597070694,3.859879970550537,1185.8041293621063,21020590080.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-008-lendingclub_v2-catboost-random-k-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__iv_woe__k20,lendingclub_v2,iv_woe,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7010830436202105,0.013538219215153316,0.6892162712641348,0.7129498159762861,0.6821098791687363,0.36421975833747267,0.2614113773044076,2.053531165222089,0.20535661958623924,0.6218347596872352,0.21553847235616144,-0.018973164451474123,0.9278625954198474,0.871861471861472,0.9278625954198472,0.0064403964767863,0.004027364550267729,664.897153377533,4.975072622299194,716.6760687828064,24851845120.000004,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__iv_woe__k40,lendingclub_v2,iv_woe,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7216340994631656,0.010590074247684435,0.7123514901085654,0.7309167088177658,0.7026727974821897,0.4053455949643794,0.28911512739027084,2.1812908096337376,0.21813280196917306,0.5965700641639796,0.20546382752042336,-0.018961301980975898,0.906988188976378,0.8424426193495714,0.906988188976378,0.0049674150631465,0.00537533625877031,2007.3784182071686,9.134800672531128,2077.454292535782,26242699264.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__mrmr_mutual_information__k20,lendingclub_v2,mrmr_mutual_information,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7044367644470642,0.009881199288033153,0.6957755113906164,0.7130980175035119,0.6859236290968351,0.37184725819367026,0.2645449885398556,2.0796105421776776,0.2079646017699115,0.611828774323815,0.2113408183234188,-0.018513135350229026,0.8351145038167939,0.732927652058087,0.8351145038167939,0.011337428243871,0.03803726690037008,1164.260001897812,3.6681935787200928,1214.505447626114,25584939008.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-015-lendingclub_v2-lr-mrmr-mutual-information-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__mrmr_mutual_information__k40,lendingclub_v2,mrmr_mutual_information,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7203292609686585,0.011214010866323657,0.7104997470544302,0.7301587748828867,0.7020237291842616,0.4040474583685232,0.28714461326582263,2.1768954090232446,0.21769325441012718,0.6080980490499379,0.2106389473794358,-0.018305531784396867,0.906988188976378,0.8462238152181971,0.906988188976378,0.0017869383724159,0.03937761902557236,2919.052866458893,7.34804368019104,2986.3285982608795,23416221696.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-016-lendingclub_v2-catboost-mrmr-mutual-information-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__lasso_l1_logistic__k20,lendingclub_v2,lasso_l1_logistic,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7187182667753295,0.00701118157639613,0.7125726951612225,0.7248638383894365,0.6811035325109065,0.362207065021813,0.2569709569059342,2.0583661058936307,0.20584012190118972,0.6113432500961168,0.21136767347768173,-0.037614734264422967,0.6650763358778625,0.5201127097678822,0.6650763358778626,0.0154268219800178,0.00042536269653163856,4033.995035886764,6.3242347240448,4086.9276237487793,30439686144.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__lasso_l1_logistic__k40,lendingclub_v2,lasso_l1_logistic,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7299407028485662,0.009961687451660465,0.7212088988060585,0.7386725068910738,0.7096269175074682,0.4192538350149364,0.3006616494792721,2.2059050530524953,0.22059426829983003,0.5892369866233977,0.20246948879065724,-0.020313785341097956,0.7023622047244095,0.5712349876104434,0.7023622047244095,0.0057785782393885,0.002198639893173406,8650.687121868134,11.785328149795532,8776.854173660278,30350200832.000004,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__legacy_rf_relevance_corr__k20,lendingclub_v2,legacy_rf_relevance_corr,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7155802277944121,0.006693268106319714,0.7097133196232861,0.7214471359655381,0.6915457285238554,0.38309145704771086,0.2746720016199979,2.1078876194385128,0.21079235773310673,0.6171623845766898,0.2133479690696586,-0.024034499270556675,0.8299618320610687,0.7235167730819905,0.8299618320610687,0.0045142892138864,0.005012807192908996,1314.8607437610626,4.706928014755249,1369.0124819278717,24633499648.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-023-lendingclub_v2-lr-legacy-rf-relevance-corr-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__legacy_rf_relevance_corr__k40,lendingclub_v2,legacy_rf_relevance_corr,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7261076332237754,0.009222247855656056,0.7180239765644207,0.73419128988313,0.7071937974621152,0.4143875949242304,0.29724261731089063,2.194916551526264,0.21949539940221532,0.5906504403478972,0.203063920994918,-0.01891383576166017,0.8113188976377952,0.70913976543807,0.8113188976377952,0.0070441626422011,0.0038627319204462248,2303.4804904460907,8.691576480865479,2368.2624821662903,19984916479.999996,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-024-lendingclub_v2-catboost-legacy-rf-relevance-corr-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__catboost_shap__k20,lendingclub_v2,catboost_shap,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7185730868266694,0.008940399883994317,0.7107364808071056,0.7264096928462332,0.6965421682537228,0.3930843365074457,0.2815476773157388,2.1360181833456644,0.2136054621110004,0.6160812189966236,0.21278967066740012,-0.02203091857294659,0.7372137404580152,0.5975126966431314,0.7372137404580152,0.0034543426415009,0.0016605107414523128,490.72421741485596,8.725852251052856,550.556414604187,24013172735.999996,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__catboost_shap__k40,lendingclub_v2,catboost_shap,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7320285396761441,0.011357034953456158,0.7220736596220666,0.7419834197302216,0.7151490967691265,0.43029819353825305,0.30863984411599943,2.246928792083758,0.22469671218425832,0.5874099886806744,0.20171551672394258,-0.016879442907017594,0.734251968503937,0.6054958817762053,0.734251968503937,0.0049899340758914,0.001975105487968107,1672.5325973033905,12.721378326416016,1746.741856098175,25333518336.000004,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-028-lendingclub_v2-catboost-catboost-shap-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__boruta_random_forest__k20,lendingclub_v2,boruta_random_forest,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.6574010203845271,0.00345506017266573,0.6543725266148535,0.6604295141542007,0.6557476745180499,0.3114953490360999,0.2258422405944599,1.7908327220683216,0.1790863271405966,0.6490369408602636,0.22920777184794458,-0.0016533458664771405,0.9587786259541984,0.9272727272727274,0.9587786259541986,0.0077962742729725,0.0074314925736345145,9605.813122987747,4.209256649017334,9657.18932056427,22340837376.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-031-lendingclub_v2-lr-boruta-random-forest-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__boruta_random_forest__k40,lendingclub_v2,boruta_random_forest,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7006441345507275,0.009159913434197212,0.6926151164208311,0.7086731526806239,0.6857472026449052,0.37149440528981037,0.26734771450786676,2.023788954424423,0.20238234777002873,0.616777822179032,0.21470724498993304,-0.014896931905822308,0.827263779527559,0.7293074020105423,0.827263779527559,0.0008013149237415,0.0060782145209211675,10716.240673780441,7.473618507385254,10790.402995347977,26123284479.999996,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-032-lendingclub_v2-catboost-boruta-random-forest-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__rfe_catboost__k20,lendingclub_v2,rfe_catboost,baseline,k20,lr,20,20,,authenticated,False,293105,68252,0.7211322571465768,0.008105673572029837,0.7140273209992678,0.7282371932938858,0.6988805926231895,0.39776118524637893,0.28452416941861475,2.1505230053602897,0.21505596905585184,0.6115350886954531,0.21088165158628414,-0.022251664523387338,0.5980916030534351,0.4417554348588831,0.5980916030534351,0.0050024453527729,0.0015231729634844265,3027.353635072708,9.152947664260864,3087.9081501960754,22483668992.0,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-035-lendingclub_v2-lr-rfe-catboost-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__catboost__rfe_catboost__k40,lendingclub_v2,rfe_catboost,baseline,k40,catboost,40,40,,authenticated,False,293105,68252,0.7347423319611869,0.011469765669021354,0.7246886390781923,0.7447960248441815,0.7189617673749171,0.43792353474983425,0.31528765743549764,2.2564521600731586,0.22564906522885778,0.5847023315747076,0.20057104063272352,-0.015780564586269752,0.6066929133858268,0.461602717412052,0.6066929133858266,0.0046065665753922,0.0023574207655678303,4227.838533163071,12.074910879135132,4301.767026424408,24997699584.000004,0,authentication_inventory.json,results/full_baseline_v1/runs/lendingclub_v2/fbv1-036-lendingclub_v2-catboost-rfe-catboost-s42/predictions_oot.csv,registry_dependent,
result__lendingclub_v2__lr__statistical_normalized_average_rank__k20,lendingclub_v2,statistical_normalized_average_rank,combination,k20,lr,20,20,,authenticated,False,293105,68252,0.7172036396477223,0.0085297033081155,0.7097270250491806,0.7246802542462639,0.6931326666238238,0.38626533324764756,0.27741329939629134,2.127373895478363,0.21274101857821015,0.6113717685110924,0.2108500098949788,-0.02407097302389849,,0.5825769721421895,0.7217557251908396,0.014806986471156618,,9509.57441219996,,,23595495424.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__statistical_normalized_average_rank__k40,lendingclub_v2,statistical_normalized_average_rank,combination,k40,catboost,40,40,,authenticated,False,293105,68252,0.7298614110639685,0.0121761458583279,0.7191885486454445,0.7405342734824926,0.7130278805406559,0.4260557610813118,0.30609392707016664,2.2220215219576342,0.22220594268299831,0.5870135525113476,0.20149231787329983,-0.0168335305233126,,0.5560287522239963,0.6917322834645669,0.0021433532512785515,,6368.440881300019,,,23593996288.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-004-lendingclub_v2-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__iv_then_boruta__pool100,lendingclub_v2,iv_then_boruta,combination,pool100,lr,,100,,natural_support,False,293105,68252,0.7239530467872437,0.0087982359135389,0.7162410529820206,0.7316650405924668,0.7027949588612941,0.4055899177225881,0.2916956903954852,2.1637092071917676,0.2163746117329895,0.6024962362670159,0.20712328504995328,-0.021158087925949642,,0.843748811894335,,0.014381710709976181,,1109.6507069999934,,,7333982208.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-007-lendingclub_v2-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__iv_then_boruta__pool100,lendingclub_v2,iv_then_boruta,combination,pool100,catboost,,100,,natural_support,False,293105,68252,0.7283426538379394,0.0121468799430669,0.7176954441251867,0.7389898635506921,0.7131878871405932,0.42637577428118645,0.30667634747621486,2.2277355427512746,0.22277735450975797,0.5847852064396658,0.20052000330279754,-0.015154766697346167,,0.843748811894335,,0.0017880440950751575,,1109.6507069999934,,,7333982208.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-008-lendingclub_v2-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__iv_then_boruta__pool200,lendingclub_v2,iv_then_boruta,combination,pool200,lr,,182,,natural_support,False,293105,68252,0.7280300076047734,0.0098193384551851,0.7194229779590637,0.7366370372504831,0.7064238240513492,0.41284764810269836,0.2981296474418651,2.1815838363411033,0.21816210513977613,0.6005969473333246,0.20629820581418876,-0.021606183553424252,,0.8073185541957617,,0.010041883733285895,,2029.965376999986,,,8457224192.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-011-lendingclub_v2-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__iv_then_boruta__pool200,lendingclub_v2,iv_then_boruta,combination,pool200,catboost,,182,,natural_support,False,293105,68252,0.731929817958722,0.0124836894551665,0.7209873816918762,0.7428722542255679,0.7163105580200355,0.43262111604007103,0.31211398994537487,2.2492730057426877,0.2249311375490828,0.5810801632559157,0.19893301562718663,-0.015619259938686514,,0.8073185541957617,,0.0013550272205916337,,2029.965376999986,,,8457224192.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-012-lendingclub_v2-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__iv_then_boruta__pool300,lendingclub_v2,iv_then_boruta,combination,pool300,lr,,219,,natural_support,False,293105,68252,0.7296761985608192,0.010297983669735,0.7206496178862688,0.7387027792353696,0.7098034996283789,0.4196069992567577,0.30274708497427305,2.203121299332517,0.22031588817910097,0.5996684775898256,0.2059588241611412,-0.01987269893244037,,0.790052968123312,,0.00922928501834516,,2549.956366700004,,,9650401280.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-015-lendingclub_v2-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__iv_then_boruta__pool300,lendingclub_v2,iv_then_boruta,combination,pool300,catboost,,219,,natural_support,False,293105,68252,0.7336229846427191,0.0132325406170013,0.7220241513915395,0.7452218178938987,0.7201473492378824,0.44029469847576475,0.3171286661106064,2.2684662550751717,0.2268504952235832,0.5783020219231437,0.1977474584773444,-0.013475635404836761,,0.790052968123312,,0.0010053713311595023,,2549.956366700004,,,9650401280.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-016-lendingclub_v2-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__boruta_then_mrmr_mutual_information__k20,lendingclub_v2,boruta_then_mrmr_mutual_information,combination,k20,lr,20,20,,authenticated,False,293105,68252,0.7146889952741073,0.0081014778997466,0.7075877367957054,0.7217902537525093,0.6928691986661497,0.3857383973322994,0.2758625312022442,2.1143342070005686,0.21143702748637402,0.6095388406527898,0.20993748538293164,-0.02181979660795763,,0.396634629738078,0.5465648854961832,0.0101581670563403,,3123.0908795999712,,,12464017408.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__boruta_then_mrmr_mutual_information__k40,lendingclub_v2,boruta_then_mrmr_mutual_information,combination,k40,catboost,40,40,,authenticated,False,293105,68252,0.7293695530735563,0.0105606343893431,0.7201127488925598,0.7386263572545528,0.708453002868436,0.4169060057368721,0.300628825022897,2.20707715988196,0.22071148098224228,0.5902187095413992,0.2027419965934085,-0.020916550205120288,,0.4339039049220592,0.5721456692913386,0.004684232552276229,,3354.088856999995,,,12464328704.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__boruta_then_rfe_catboost__k20,lendingclub_v2,boruta_then_rfe_catboost,combination,k20,lr,20,20,,authenticated,False,293105,68252,0.7202064899009094,0.0080583449325445,0.7131430391352277,0.7272699406665911,0.6961693610496307,0.39233872209926135,0.281612496797575,2.1276669221857287,0.21277032174881322,0.6135471086833537,0.21174387076837844,-0.024037128851278733,,0.4333124988964811,0.5877862595419847,0.006020729271259518,,3353.9150825999677,,,12463915008.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-023-lendingclub_v2-boruta-then-rfe-catboost-lr-full-dev-k20-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__catboost__boruta_then_rfe_catboost__k40,lendingclub_v2,boruta_then_rfe_catboost,combination,k40,catboost,40,40,,authenticated,False,293105,68252,0.7321446524182416,0.0118266598840581,0.7217781279628123,0.7425111768736709,0.7174437632984104,0.43488752659682084,0.3132328296288859,2.2451706318395614,0.22452089316063997,0.5827763229587208,0.19966387841644856,-0.01470088911983114,,0.4752853310946657,0.6199803149606299,0.0014442830345922184,,3315.5976589999627,,,12466589696.0,,authentication_inventory.json,results/selector_combinations_v1/oot/evaluations/scv1-oot-024-lendingclub_v2-boruta-then-rfe-catboost-catboost-full-dev-k40-s42.oot_predictions.csv,registry_dependent,
result__lendingclub_v2__lr__cross_dataset_rank_voting_v1_primary_pool_200__pool200,lendingclub_v2,cross_dataset_rank_voting_v1_primary_pool_200,voting,pool200,lr,20,20,,external_voting_primary_pool_200,False,293105,68252,0.7188888032767703,,,,0.6951047947795187,0.3902095895590374,0.2810026539550325,2.1235645482826024,0.21236007736037038,0.61502827215924,0.2124760803492671,-0.023784008497251596,,0.437819256506687,0.5929389312977099,0.005765308520279,0.0151491172182822,,,5319.42434540001,12544684032.0,0,authentication_inventory.json,results/runs/lendingclub_v2/cdv1-011-lendingclub-v2-voting-k200-lr-s42/results/oot_predictions.csv,exploratory_voting_context,
result__lendingclub_v2__catboost__cross_dataset_rank_voting_v1_primary_pool_200__pool200,lendingclub_v2,cross_dataset_rank_voting_v1_primary_pool_200,voting,pool200,catboost,40,40,,external_voting_primary_pool_200,False,293105,68252,0.7330066548558116,,,,0.7172874421241203,0.43457488424824064,0.3128411739672863,2.254107946414229,0.2254146398640333,0.5834719910564553,0.20000043163226175,-0.0157192127316913,,0.4566844388095629,0.6013779527559053,0.0020126937596846,0.0122966027725695,,,6694.203547999961,12544032768.0,0,authentication_inventory.json,results/runs/lendingclub_v2/cdv1-015-lendingclub-v2-voting-k200-catboost-s42/results/oot_predictions.csv,exploratory_voting_context,
