evidence_cohort,dataset,cell_id,method_id,model,requested_k,realized_k,oot_rows,oot_events,event_rate,status,reason,auc,gini,ks,decision_threshold,precision,recall,f1,accuracy,log_loss,brier,lift_at_10,bad_rate_capture_at_10,score_psi,feature_psi_mean,feature_psi_median,feature_psi_max,runtime_seconds,feature_selection_seconds,training_seconds,peak_rss_bytes,source_artifact,source_sha256
canonical_llm_matrix_v2,homecredit,catboost_statistical_pca_26fcebfff558,pca,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.704167006304221,0.408334012608441,0.302180861497414,0.548304584862999,0.227068007806636,0.283027694610778,0.251978342357351,0.850399406928606,0.420521715849961,0.131469002463244,2.6149298650949,0.261508233532934,0.0382278502957459,0.0291589833545502,0.0195871975328411,0.121680962111383,588.389537334442,3.08798599243164,566.841482639313,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_pca_26fcebfff558\results\experiment_summary.csv,2941db1e587cc147f8575de313eae353a54ad11d7ad3ac4669bf396f5ebd41bb
canonical_llm_matrix_v2,homecredit,catboost_statistical_domain_rule_baseline_b0a57bf51d1f,domain_rule_baseline,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.730623986819257,0.461247973638513,0.340775159152276,0.488586648637205,0.175003309943069,0.618357035928144,0.27280044579283,0.706504627123021,0.532500325218165,0.179441589681867,3.03593825124613,0.303611526946108,0.0054082015373928,0.0032643545977121,0.0024460014988928,0.020728354694539,407.944734096527,15.9320571422577,385.99174618721,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_domain_rule_baseline_b0a57bf51d1f\results\experiment_summary.csv,0b05a4d34ead8249b9c7d94eb75ff4c857609d3d78f3b85cbc3d90702601e1c7
canonical_llm_matrix_v2,homecredit,catboost_llm_llm_d54c966a1d6e,llm,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.756854015018927,0.513708030037853,0.382167755423182,0.498123300054699,0.213168781992848,0.568862275449102,0.310124968120377,0.77468284840862,0.469725406599411,0.153354401771698,3.29041443131977,0.329060628742515,0.005427788724549,0.0021649236836942,0,0.020728354694539,520.937840223312,45.0675308704376,466.874632358551,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\llm\catboost_llm_llm_d54c966a1d6e\results\experiment_summary.csv,08701d21d02d32e8495b280e816cbfd2e3138a6a54ccc33e27eff7d28b446fe1
canonical_llm_matrix_v2,homecredit,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.762953854155631,0.525907708311261,0.392923951849421,0.503118213894128,0.228870194197657,0.544723053892216,0.32231633726402,0.796073400914596,0.446471568109521,0.143793639698934,3.37180938597568,0.337200598802395,0.0082855696687963,0.0107993518016348,0.0037416388195555,0.0578650904526889,725.916565656662,222.67898106575,494.166129350662,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\experiment_summary.csv,16f9adeb7b04e2542bcea79f929547ab3a0847c148c55dfffd65f7c49fe30edd
canonical_llm_matrix_v2,homecredit,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.759246488678109,0.518492977356219,0.387191474785992,0.511354775502157,0.230845977967158,0.519554640718563,0.319661514549693,0.803111958884826,0.442637624376149,0.142340850265739,3.33251526993489,0.333270958083832,0.009423221835325,0.0133316857084429,0.0059587548184744,0.082223212490693,812.099589824677,358.970291614532,443.904422998428,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\experiment_summary.csv,33b965876bd7f2595c8097c532cc6fdfcc8a29c38edccf2f3d8f04534f86b224
canonical_llm_matrix_v2,homecredit,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,40,40,120053,10688,0.0890273462554039,completed,,0.768342615448023,0.536685230896046,0.402234485732964,0.529590210420088,0.246385297959551,0.511788922155689,0.332634011371583,0.81717241551648,0.437144716812807,0.140246106054237,3.42700826327106,0.342720808383233,0.0075524802778883,0.0120700796266342,0.0047844691929261,0.0934769330009382,4111.48141026497,3637.33790898323,456.0036444664,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\experiment_summary.csv,c34573b2a112c613be39865b39273f0cea88e5fd049fcae2264e22fb1edc104f
canonical_llm_matrix_v2,lendingclub_v2,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,20,20,293105,68252,0.232858531925419,completed,,0.688630406934596,0.377260813869192,0.270501176307667,0.48356725076533,0.355987311657415,0.591938697767098,0.444597286262944,0.655618293785504,0.617984332763826,0.213467527713959,2.09543398437545,0.209546972982477,0.0052387343667885,0.0059751701366927,0.0008748311814771,0.0279079751277425,1159.68490934372,975.578787326813,5.5292980670929,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\experiment_summary.csv,0779d7676413879ecff1de8abf7d2ee1fea4b72b214e4109beb46cce4c3a2d55
canonical_llm_matrix_v2,lendingclub_v2,lr_statistical_boruta_a5cb18c42069,boruta,lr,20,20,293105,68252,0.232858531925419,completed,,0.622440873212887,0.244881746425774,0.179249768427698,0.504245459762985,0.300266340339764,0.611161577682705,0.402689552642249,0.577809999829413,0.677218867573702,0.24205354711805,1.61999815167385,0.162002578679013,0.0116971216539232,0.0053795370044972,0,0.0279079751277425,9114.76465725899,8937.26654314995,5.96053862571716,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\experiment_summary.csv,9f031a70dc565e0efae736098fd4c8ca5342da28c392e965bc4bdfac3eb03c0b
canonical_llm_matrix_v2,lendingclub_v2,lr_statistical_pca_7247c89ceae5,pca,lr,20,20,293105,68252,0.232858531925419,completed,,0.670723444544137,0.341446889088273,0.249287858658083,0.508005247869806,0.329974585139782,0.646779581550724,0.437000079195375,0.611934289759642,0.656703155448818,0.232099812111421,1.93016692142093,0.193019984762351,0.0449090967465308,1.33322499179818,0.927684095520737,9.63619322434146,143.106833696365,15.4119012355804,4.1096453666687,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\experiment_summary.csv,587ac6a65f59c66edaf6be1ac6f996cc517b5698715eca667ca88aa53e76c7f2
canonical_llm_matrix_v2,lendingclub_v2,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,20,20,293105,68252,0.232858531925419,completed,,0.538322057954745,0.0766441159094897,0.0665773934450656,0.50382764489525,0.274799330902439,0.334568950360429,0.301752902232588,0.639450026441036,0.690485014659376,0.24865830771272,1.21049332812963,0.121051397761238,0.0008110880385248,5.73191508552123e-05,0,0.001112581593324,119.010012865067,69.3106062412262,35.6717631816864,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\experiment_summary.csv,784e6b1fec0c39f8be86278756e0a8fe0815191b08c30e7a39d1fed3c36e6c37
