evidence_cohort,dataset,split,cell_id,method_id,model,status,reason,feature_selection_seconds,training_seconds,runtime_seconds,peak_rss_bytes,source_artifact,source_sha256,minimum_available_ram_bytes,ram_wait_seconds,supervisor_attempts,automatic_retries
canonical_llm_matrix_v2,homecredit,DEV,catboost_llm_llm_d54c966a1d6e,llm,catboost,completed,,9.84957981109619,119.415626525879,130.656229972839,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\llm\catboost_llm_llm_d54c966a1d6e\results\cv_results.csv,0cf348752d734c20f1870e68447e4019e2e6725049e837c579a2aedb2c757b4b,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,completed,,28.5765995979309,35.5002880096436,64.6271288394928,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\cv_results.csv,51c4c1df36d327cce0e9a8d640a2063708cca39028599def914c412c15457adf,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,completed,,32.8356087207794,42.0494651794434,75.6289067268372,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\cv_results.csv,51c4c1df36d327cce0e9a8d640a2063708cca39028599def914c412c15457adf,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,completed,,36.4415729045868,57.1183676719666,94.5565495491028,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\cv_results.csv,51c4c1df36d327cce0e9a8d640a2063708cca39028599def914c412c15457adf,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,completed,,38.4504885673523,84.0110330581665,123.643117189407,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\cv_results.csv,51c4c1df36d327cce0e9a8d640a2063708cca39028599def914c412c15457adf,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_mrmr_87fbcccf4952,llm_then_mrmr,catboost,completed,,42.6485784053802,138.443953037262,182.459887981415,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_mrmr\catboost_hybrid_llm_then_mrmr_87fbcccf4952\results\cv_results.csv,51c4c1df36d327cce0e9a8d640a2063708cca39028599def914c412c15457adf,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,completed,,17.535736322403,33.8400876522064,51.9096488952637,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\cv_results.csv,84a9bda1431031255c61f2c8101adfc519b5bb61841ed34abba134f4d5c785bd,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,completed,,37.358270406723,41.4169161319733,79.5410120487213,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\cv_results.csv,84a9bda1431031255c61f2c8101adfc519b5bb61841ed34abba134f4d5c785bd,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,completed,,54.0572898387909,47.2775626182556,102.342790365219,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\cv_results.csv,84a9bda1431031255c61f2c8101adfc519b5bb61841ed34abba134f4d5c785bd,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,completed,,72.2108201980591,74.2431623935699,147.611956119537,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\cv_results.csv,84a9bda1431031255c61f2c8101adfc519b5bb61841ed34abba134f4d5c785bd,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_llm_then_boruta_159b47a7bfa0,llm_then_boruta,catboost,completed,,88.4225311279297,124.911486148834,214.757930278778,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_boruta\catboost_hybrid_llm_then_boruta_159b47a7bfa0\results\cv_results.csv,84a9bda1431031255c61f2c8101adfc519b5bb61841ed34abba134f4d5c785bd,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,completed,,498.069082260132,32.854588508606,532.049864292145,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\cv_results.csv,12fd35f8b993fa9be489cf1c752339341b87dad8a5e0fcd804530f70116880b9,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,completed,,548.629071950912,43.4393653869629,593.723835945129,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\cv_results.csv,12fd35f8b993fa9be489cf1c752339341b87dad8a5e0fcd804530f70116880b9,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,completed,,584.582187175751,51.3534555435181,638.079068660736,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\cv_results.csv,12fd35f8b993fa9be489cf1c752339341b87dad8a5e0fcd804530f70116880b9,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,completed,,624.267418384552,90.7780721187592,717.801946163177,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\cv_results.csv,12fd35f8b993fa9be489cf1c752339341b87dad8a5e0fcd804530f70116880b9,,,,
canonical_llm_matrix_v2,homecredit,DEV,catboost_hybrid_stable_core_llm_fill_8993eae5a4f7,stable_core_llm_fill,catboost,completed,,663.850559473038,109.432973384857,776.569022655487,,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\hybrid_stable_core_llm_fill\catboost_hybrid_stable_core_llm_fill_8993eae5a4f7\results\cv_results.csv,12fd35f8b993fa9be489cf1c752339341b87dad8a5e0fcd804530f70116880b9,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,completed,,69.083833694458,0.281733751296997,77.8763065338135,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\cv_results.csv,a7d4cdb39b9a944d2b49b8f53873c23b2adbb1069f9723f80bf0c95cdc2e283c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,completed,,79.366308927536,0.30280590057373,91.675940990448,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\cv_results.csv,a7d4cdb39b9a944d2b49b8f53873c23b2adbb1069f9723f80bf0c95cdc2e283c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,completed,,125.933924674988,0.68813943862915,144.970835924149,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\cv_results.csv,a7d4cdb39b9a944d2b49b8f53873c23b2adbb1069f9723f80bf0c95cdc2e283c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,completed,,141.594085931778,1.06316590309143,165.498749732971,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\cv_results.csv,a7d4cdb39b9a944d2b49b8f53873c23b2adbb1069f9723f80bf0c95cdc2e283c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_mrmr_c30cd6aff377,mrmr,lr,completed,,183.741163253784,1.70831513404846,218.09819316864,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_mrmr_c30cd6aff377\results\cv_results.csv,a7d4cdb39b9a944d2b49b8f53873c23b2adbb1069f9723f80bf0c95cdc2e283c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_boruta_a5cb18c42069,boruta,lr,completed,,412.398271083832,0.37449312210083,421.577562570572,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\cv_results.csv,64c306244e7f24d8085b26933fe335f7333564ce52cbe1a7f9707ef11b4aab64,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_boruta_a5cb18c42069,boruta,lr,completed,,840.70180606842,1.04489278793335,857.378751039505,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\cv_results.csv,64c306244e7f24d8085b26933fe335f7333564ce52cbe1a7f9707ef11b4aab64,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_boruta_a5cb18c42069,boruta,lr,completed,,1154.118694067,0.709788799285889,1182.17629885674,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\cv_results.csv,64c306244e7f24d8085b26933fe335f7333564ce52cbe1a7f9707ef11b4aab64,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_boruta_a5cb18c42069,boruta,lr,completed,,1525.84278583527,0.756269454956055,1549.76700568199,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\cv_results.csv,64c306244e7f24d8085b26933fe335f7333564ce52cbe1a7f9707ef11b4aab64,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_boruta_a5cb18c42069,boruta,lr,completed,,1981.40054988861,1.82368969917297,2007.77695846558,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_boruta_a5cb18c42069\results\cv_results.csv,64c306244e7f24d8085b26933fe335f7333564ce52cbe1a7f9707ef11b4aab64,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_pca_7247c89ceae5,pca,lr,completed,,0.95262336730957,0.150796890258789,7.4387514591217,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\cv_results.csv,f247238f51310ab96ca06356e3f1b5cbee874384564cad64113032ff1816cac7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_pca_7247c89ceae5,pca,lr,completed,,1.1310408115387,0.308010101318359,10.8867969512939,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\cv_results.csv,f247238f51310ab96ca06356e3f1b5cbee874384564cad64113032ff1816cac7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_pca_7247c89ceae5,pca,lr,completed,,1.92053818702698,0.671475648880005,17.9353079795837,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\cv_results.csv,f247238f51310ab96ca06356e3f1b5cbee874384564cad64113032ff1816cac7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_pca_7247c89ceae5,pca,lr,completed,,2.07941460609436,0.76769495010376,23.3126921653748,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\cv_results.csv,f247238f51310ab96ca06356e3f1b5cbee874384564cad64113032ff1816cac7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_pca_7247c89ceae5,pca,lr,completed,,2.44760942459106,0.990511417388916,28.9195857048035,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_pca_7247c89ceae5\results\cv_results.csv,f247238f51310ab96ca06356e3f1b5cbee874384564cad64113032ff1816cac7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,completed,,3.34380102157593,1.21312713623047,4.94768524169922,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\cv_results.csv,f1d3d6200677c21414f77f21d6099390fab75a35c1a00265a13caab2224d7820,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,completed,,6.37085199356079,2.96541595458984,9.85636711120606,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\cv_results.csv,f1d3d6200677c21414f77f21d6099390fab75a35c1a00265a13caab2224d7820,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,completed,,9.24499726295471,5.33610653877258,15.3744850158691,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\cv_results.csv,f1d3d6200677c21414f77f21d6099390fab75a35c1a00265a13caab2224d7820,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,completed,,12.6303749084473,6.62269496917725,20.1970846652985,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\cv_results.csv,f1d3d6200677c21414f77f21d6099390fab75a35c1a00265a13caab2224d7820,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_statistical_domain_rule_baseline_97d75bbd34ef,domain_rule_baseline,lr,completed,,15.8507878780365,9.37793159484863,26.2976789474487,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\statistical\lr_statistical_domain_rule_baseline_97d75bbd34ef\results\cv_results.csv,f1d3d6200677c21414f77f21d6099390fab75a35c1a00265a13caab2224d7820,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_llm_llm_bb103e2ac012,llm,lr,completed,,32.2867007255554,0.955264806747436,34.8565006256104,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\llm\lr_llm_llm_bb103e2ac012\results\cv_results.csv,32eea761144ef557367308d49395ec18f7d47729393ede591af307756731bb6f,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_llm_llm_bb103e2ac012,llm,lr,completed,,41.4875290393829,1.73060512542725,44.9414806365967,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\llm\lr_llm_llm_bb103e2ac012\results\cv_results.csv,32eea761144ef557367308d49395ec18f7d47729393ede591af307756731bb6f,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_llm_llm_bb103e2ac012,llm,lr,completed,,46.6806836128235,2.89772200584412,51.7900667190552,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\llm\lr_llm_llm_bb103e2ac012\results\cv_results.csv,32eea761144ef557367308d49395ec18f7d47729393ede591af307756731bb6f,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_llm_llm_bb103e2ac012,llm,lr,completed,,65.4173834323883,8.10997653007507,76.3720319271088,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\llm\lr_llm_llm_bb103e2ac012\results\cv_results.csv,32eea761144ef557367308d49395ec18f7d47729393ede591af307756731bb6f,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_llm_llm_bb103e2ac012,llm,lr,completed,,52.9309771060944,6.54633283615112,62.8510091304779,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\llm\lr_llm_llm_bb103e2ac012\results\cv_results.csv,32eea761144ef557367308d49395ec18f7d47729393ede591af307756731bb6f,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_mrmr_45d98f9ad95c,llm_then_mrmr,lr,completed,,651.756903886795,0.206281900405884,653.210602045059,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_mrmr\lr_hybrid_llm_then_mrmr_45d98f9ad95c\results\cv_results.csv,ed5e0734e86e7553a5b1cdf7f6abc8a134d25144fee3abfe382deedd51c0a1e8,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_mrmr_45d98f9ad95c,llm_then_mrmr,lr,completed,,44.4417068958282,0.406633615493774,46.6337447166443,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_mrmr\lr_hybrid_llm_then_mrmr_45d98f9ad95c\results\cv_results.csv,ed5e0734e86e7553a5b1cdf7f6abc8a134d25144fee3abfe382deedd51c0a1e8,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_mrmr_45d98f9ad95c,llm_then_mrmr,lr,completed,,57.6979658603668,0.743074893951416,61.5610282421112,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_mrmr\lr_hybrid_llm_then_mrmr_45d98f9ad95c\results\cv_results.csv,ed5e0734e86e7553a5b1cdf7f6abc8a134d25144fee3abfe382deedd51c0a1e8,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_mrmr_45d98f9ad95c,llm_then_mrmr,lr,completed,,79.5844447612762,0.905097723007202,85.2137615680695,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_mrmr\lr_hybrid_llm_then_mrmr_45d98f9ad95c\results\cv_results.csv,ed5e0734e86e7553a5b1cdf7f6abc8a134d25144fee3abfe382deedd51c0a1e8,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_mrmr_45d98f9ad95c,llm_then_mrmr,lr,completed,,92.7261950969696,1.41069102287292,99.0997655391693,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_mrmr\lr_hybrid_llm_then_mrmr_45d98f9ad95c\results\cv_results.csv,ed5e0734e86e7553a5b1cdf7f6abc8a134d25144fee3abfe382deedd51c0a1e8,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_boruta_4ecceaa878fc,llm_then_boruta,lr,completed,,71.4633026123047,0.469998836517334,73.6264021396637,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_boruta\lr_hybrid_llm_then_boruta_4ecceaa878fc\results\cv_results.csv,d3b154ad82cc6079bddbe57b75b3d3d20fce2e4ac4db3232f8969fdbb102e5c7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_boruta_4ecceaa878fc,llm_then_boruta,lr,completed,,141.491452455521,0.60479998588562,144.543069124222,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_boruta\lr_hybrid_llm_then_boruta_4ecceaa878fc\results\cv_results.csv,d3b154ad82cc6079bddbe57b75b3d3d20fce2e4ac4db3232f8969fdbb102e5c7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_boruta_4ecceaa878fc,llm_then_boruta,lr,completed,,250.049666404724,0.752816200256348,254.604916334152,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_boruta\lr_hybrid_llm_then_boruta_4ecceaa878fc\results\cv_results.csv,d3b154ad82cc6079bddbe57b75b3d3d20fce2e4ac4db3232f8969fdbb102e5c7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_boruta_4ecceaa878fc,llm_then_boruta,lr,completed,,438.585997581482,1.04120206832886,445.89261841774,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_boruta\lr_hybrid_llm_then_boruta_4ecceaa878fc\results\cv_results.csv,d3b154ad82cc6079bddbe57b75b3d3d20fce2e4ac4db3232f8969fdbb102e5c7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_llm_then_boruta_4ecceaa878fc,llm_then_boruta,lr,completed,,512.244718313217,2.17093658447266,520.803807258606,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_boruta\lr_hybrid_llm_then_boruta_4ecceaa878fc\results\cv_results.csv,d3b154ad82cc6079bddbe57b75b3d3d20fce2e4ac4db3232f8969fdbb102e5c7,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_stable_core_llm_fill_497f694ad76d,stable_core_llm_fill,lr,completed,,341.014585256577,0.243253231048584,348.971782445908,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_497f694ad76d\results\cv_results.csv,93b4085ad95394e834fd93b99c38a11a0564963034573fca68a7d4236670d00c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_stable_core_llm_fill_497f694ad76d,stable_core_llm_fill,lr,completed,,737.770746707916,0.382827758789062,747.424659490585,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_497f694ad76d\results\cv_results.csv,93b4085ad95394e834fd93b99c38a11a0564963034573fca68a7d4236670d00c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_stable_core_llm_fill_497f694ad76d,stable_core_llm_fill,lr,completed,,463.378992557526,1.00916576385498,479.675467967987,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_497f694ad76d\results\cv_results.csv,93b4085ad95394e834fd93b99c38a11a0564963034573fca68a7d4236670d00c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_stable_core_llm_fill_497f694ad76d,stable_core_llm_fill,lr,completed,,781.004641532898,1.49314475059509,812.240405797958,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_497f694ad76d\results\cv_results.csv,93b4085ad95394e834fd93b99c38a11a0564963034573fca68a7d4236670d00c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,lr_hybrid_stable_core_llm_fill_497f694ad76d,stable_core_llm_fill,lr,completed,,853.57105755806,1.30324244499207,887.292476654053,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_497f694ad76d\results\cv_results.csv,93b4085ad95394e834fd93b99c38a11a0564963034573fca68a7d4236670d00c,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_mrmr_94a6a14a53a4,mrmr,catboost,completed,,182.461986541748,60.500251531601,252.149046421051,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_mrmr_94a6a14a53a4\results\cv_results.csv,35179b7d434fa183df852ff9c1813a698b17367e5597555b3264930df82d1321,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_mrmr_94a6a14a53a4,mrmr,catboost,completed,,227.286285638809,197.867781877518,438.594593286514,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_mrmr_94a6a14a53a4\results\cv_results.csv,35179b7d434fa183df852ff9c1813a698b17367e5597555b3264930df82d1321,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_mrmr_94a6a14a53a4,mrmr,catboost,completed,,263.06915307045,329.487399339676,614.678658246994,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_mrmr_94a6a14a53a4\results\cv_results.csv,35179b7d434fa183df852ff9c1813a698b17367e5597555b3264930df82d1321,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_mrmr_94a6a14a53a4,mrmr,catboost,completed,,268.602111101151,384.69925737381,682.228608369827,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_mrmr_94a6a14a53a4\results\cv_results.csv,35179b7d434fa183df852ff9c1813a698b17367e5597555b3264930df82d1321,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_mrmr_94a6a14a53a4,mrmr,catboost,completed,,278.33687376976,512.333939790726,818.583374738693,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_mrmr_94a6a14a53a4\results\cv_results.csv,35179b7d434fa183df852ff9c1813a698b17367e5597555b3264930df82d1321,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_boruta_effd06e32b3d,boruta,catboost,completed,,206.491723775864,90.0925114154816,304.267952203751,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_boruta_effd06e32b3d\results\cv_results.csv,ece20d50b6bcc2d22c3966aea7cc0f3530ca13f408e15a30554552815473860d,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_boruta_effd06e32b3d,boruta,catboost,completed,,465.370607376099,269.050725698471,745.698508024216,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_boruta_effd06e32b3d\results\cv_results.csv,ece20d50b6bcc2d22c3966aea7cc0f3530ca13f408e15a30554552815473860d,,,,
canonical_llm_matrix_v2,lendingclub_v2,DEV,catboost_statistical_boruta_effd06e32b3d,boruta,catboost,completed,,879.246767759323,323.226495265961,1219.54086899757,,D:\python projects\Research_pre_cleanup_backup_20260704\results\lendingclub_v2\catboost\statistical\catboost_statistical_boruta_effd06e32b3d\results\cv_results.csv,ece20d50b6bcc2d22c3966aea7cc0f3530ca13f408e15a30554552815473860d,,,,
