feature_name,semantic_group,umap_1,umap_2
open_il_12m_missing_flag,missingness_or_unknown,-0.7298624,10.057875
open_il_12m_positive_flag,account_mix_credit_depth,-2.3492115,7.331954
open_il_24m_is_zero,account_mix_credit_depth,-3.116654,7.7000756
open_il_24m_missing_flag,missingness_or_unknown,-2.414862,10.777548
open_il_24m_positive_flag,account_mix_credit_depth,-2.9171107,7.5739317
open_revolving_share,revolving_utilization,11.708932,4.3280025
open_rv_12m_is_zero,revolving_utilization,-1.5695345,7.271656
open_rv_12m_missing_flag,missingness_or_unknown,-0.19918053,9.9454
open_rv_12m_positive_flag,revolving_utilization,-1.7086895,7.235436
open_rv_24m_is_zero,revolving_utilization,-2.0130692,7.0766606
open_rv_24m_missing_flag,missingness_or_unknown,-1.8036158,10.586206
open_rv_24m_positive_flag,revolving_utilization,-2.0751777,7.207497
pct_tl_nvr_dlq,delinquency_derogatory,11.306487,3.3482602
pct_tl_nvr_dlq_missing_flag,missingness_or_unknown,-0.7966656,11.314208
percent_bc_gt_75,bankcard_capacity,11.98668,5.456368
percent_bc_gt_75_missing_flag,missingness_or_unknown,-1.413261,10.5972595
prime_fico_flag,fico_credit_score,-2.16454,7.4713335
pub_rec,delinquency_derogatory,9.781526,-0.47119015
pub_rec_band,delinquency_derogatory,3.9909565,18.295454
pub_rec_bankruptcies,delinquency_derogatory,9.6838045,0.038661137
pub_rec_bankruptcies_is_zero,delinquency_derogatory,-1.5062517,9.007173
pub_rec_bankruptcies_missing_flag,missingness_or_unknown,-0.029490732,10.503284
pub_rec_bankruptcies_per_credit_history_year,delinquency_derogatory,9.843294,0.448885
pub_rec_bankruptcies_per_open_acc,delinquency_derogatory,9.977607,-0.046776503
pub_rec_bankruptcies_per_total_acc,delinquency_derogatory,10.211698,-0.25685322
pub_rec_bankruptcies_positive_flag,delinquency_derogatory,-1.5318301,9.035851
pub_rec_is_zero,delinquency_derogatory,-1.766542,8.808035
pub_rec_missing_flag,missingness_or_unknown,-0.38265517,10.778287
pub_rec_per_credit_history_year,delinquency_derogatory,10.671894,0.88684475
pub_rec_per_open_acc,delinquency_derogatory,10.708943,-0.057938036
pub_rec_per_total_acc,delinquency_derogatory,10.634691,-0.19640589
pub_rec_positive_flag,delinquency_derogatory,-1.878858,8.894615
purpose,loan_terms,3.2667177,17.623829
purpose_group,loan_terms,3.5494034,17.52873
purpose_group_x_dti_band,loan_terms,3.5873396,17.820051
purpose_verification_status,loan_terms,3.4552736,17.905428
recent_installment_activity_flag,credit_risk_other_reviewed,-3.5471814,10.080414
recent_opening_flag,account_opening_activity,-4.1724653,8.73233
recent_revolving_activity_flag,revolving_utilization,-3.8493536,10.150732
revol_bal,revolving_utilization,12.251883,7.566743
revol_bal_is_zero,revolving_utilization,-1.1936045,7.371047
revol_bal_joint_is_zero,revolving_utilization,-1.0489875,7.673777
revol_bal_joint_missing_flag,missingness_or_unknown,-0.14936408,10.101851
revol_bal_per_open_acc,revolving_utilization,12.764432,7.700752
revol_bal_per_total_acc,revolving_utilization,12.97057,7.6712856
revol_bal_to_income,revolving_utilization,13.108077,7.5389905
revol_bal_to_income_band,income_capacity,3.9125295,18.271475
revol_bal_to_loan_amnt,revolving_utilization,12.747926,7.364238
revol_balance_to_total_balance,revolving_utilization,13.181249,7.5586042
revol_util,revolving_utilization,12.543376,7.505058
revol_util_band,revolving_utilization,3.5662403,18.429863
revol_util_ge_100_flag,revolving_utilization,-0.80961263,7.172137
revol_util_ge_30_flag,revolving_utilization,-0.82822865,7.219545
revol_util_ge_50_flag,revolving_utilization,-0.80657846,7.1741133
revol_util_ge_75_flag,revolving_utilization,-0.79598534,7.149156
revol_util_ge_90_flag,revolving_utilization,-0.806978,7.132264
revol_util_missing_flag,missingness_or_unknown,0.011300278,10.1421585
revolving_capacity_gap,revolving_utilization,11.737506,7.4113564
sec_app_chargeoff_within_12_mths_is_zero,delinquency_derogatory,-1.1402806,9.284912
sec_app_chargeoff_within_12_mths_missing_flag,missingness_or_unknown,-1.118434,9.686698
sec_app_chargeoff_within_12_mths_positive_flag,delinquency_derogatory,-1.0737749,9.302785
sec_app_collections_12_mths_ex_med_is_zero,delinquency_derogatory,-1.1395987,9.179965
sec_app_collections_12_mths_ex_med_missing_flag,missingness_or_unknown,-1.1484581,10.621854
sec_app_collections_12_mths_ex_med_positive_flag,delinquency_derogatory,-1.1030704,9.207865
sec_app_credit_history_months_missing_flag,missingness_or_unknown,-2.1498458,10.334218
sec_app_earliest_cr_line_missing_flag,missingness_or_unknown,-1.5831695,10.320798
sec_app_fico_mean_missing_flag,missingness_or_unknown,-1.3492321,9.911764
sec_app_fico_range_high_missing_flag,missingness_or_unknown,-1.399623,10.495569
sec_app_fico_range_low_missing_flag,missingness_or_unknown,-1.4394416,10.31482
sec_app_inq_last_6mths_is_zero,recent_inquiries,-2.7656732,8.983315
sec_app_inq_last_6mths_missing_flag,missingness_or_unknown,-1.7107044,10.561025
sec_app_inq_last_6mths_positive_flag,recent_inquiries,-2.62226,8.7327585
sec_app_mort_acc_is_zero,mortgage_history,-2.6860707,8.483136
sec_app_mort_acc_missing_flag,missingness_or_unknown,-1.6298997,10.246895
sec_app_mort_acc_positive_flag,mortgage_history,-2.59758,8.480473
sec_app_mths_since_last_major_derog_missing_flag,missingness_or_unknown,-1.2531925,10.71907
sec_app_mths_since_last_major_derog_recent_12m_flag,delinquency_derogatory,-3.1814926,9.562341
sec_app_mths_since_last_major_derog_recent_24m_flag,delinquency_derogatory,-3.2124336,9.516454
sec_app_mths_since_last_major_derog_seasoned_60m_flag,delinquency_derogatory,-3.2400396,9.491294
sec_app_num_rev_accts_is_zero,joint_applicant,-2.5164423,8.569266
sec_app_num_rev_accts_missing_flag,missingness_or_unknown,-1.3301742,10.651191
sec_app_num_rev_accts_positive_flag,joint_applicant,-2.4421606,8.543237
sec_app_open_acc_is_zero,joint_applicant,-2.6356587,8.5399275
sec_app_open_acc_missing_flag,missingness_or_unknown,-1.7136197,10.296561
sec_app_open_acc_positive_flag,joint_applicant,-2.543221,8.422264
sec_app_open_act_il_is_zero,joint_applicant,-2.5053818,8.561823
sec_app_open_act_il_missing_flag,missingness_or_unknown,-1.0867127,10.414699
sec_app_open_act_il_positive_flag,joint_applicant,-2.4395936,8.403651
sec_app_revol_util_ge_100_flag,revolving_utilization,-0.26459423,8.080192
sec_app_revol_util_ge_30_flag,revolving_utilization,-0.27139062,8.070894
sec_app_revol_util_ge_50_flag,revolving_utilization,-0.2460805,8.086389
sec_app_revol_util_ge_75_flag,revolving_utilization,-0.21539718,8.10161
sec_app_revol_util_ge_90_flag,revolving_utilization,-0.25289878,8.069361
sec_app_revol_util_missing_flag,missingness_or_unknown,-1.0441368,10.423411
second_app_present_flag,joint_applicant,-1.8033617,10.167612
severe_delinquency_count,delinquency_derogatory,9.768922,0.36981627
sqrt_annual_inc,income_capacity,12.970605,6.0503097
sqrt_avg_cur_bal,balance_credit_limit_pressure,13.080476,5.9739394
sqrt_bc_open_to_buy,bankcard_capacity,12.920812,5.8760395
sqrt_delinq_amnt,delinquency_derogatory,10.601126,-0.29347524
sqrt_loan_amnt,exposure_amount,12.854371,6.127937
sqrt_revol_bal,revolving_utilization,12.8763485,5.935353
sqrt_tot_coll_amt,balance_credit_limit_pressure,11.809774,6.6288576
sqrt_tot_cur_bal,balance_credit_limit_pressure,12.963161,6.120792
sqrt_tot_hi_cred_lim,balance_credit_limit_pressure,12.676698,6.2722507
sqrt_total_bal_ex_mort,balance_credit_limit_pressure,13.032971,6.112361
sqrt_total_bc_limit,bankcard_capacity,12.247821,5.044317
sqrt_total_il_high_credit_limit,balance_credit_limit_pressure,12.789768,6.2774515
sqrt_total_rev_hi_lim,balance_credit_limit_pressure,12.610015,6.118407
state_region_group,geographic_profile,3.4620667,18.093065
tax_liens,delinquency_derogatory,9.707766,-0.3956646
tax_liens_is_zero,delinquency_derogatory,-1.356457,9.579831
tax_liens_missing_flag,missingness_or_unknown,-0.65468967,10.335669
tax_liens_per_credit_history_year,delinquency_derogatory,10.270807,0.5380629
tax_liens_per_open_acc,delinquency_derogatory,9.800546,-0.4728072
tax_liens_per_total_acc,delinquency_derogatory,9.79298,-0.5348136
tax_liens_positive_flag,delinquency_derogatory,-1.4343951,9.425385
term,loan_terms,3.3654718,17.437754
term_home_ownership,loan_terms,3.2988834,17.643705
term_months,loan_terms,3.3312302,17.45204
term_verification_status,loan_terms,3.5316958,17.78003
term_x_loan_to_income,income_capacity,12.316207,7.640848
thin_file_flag,account_mix_credit_depth,-1.5899104,9.586809
tot_coll_amt,balance_credit_limit_pressure,11.631143,7.254533
tot_coll_amt_is_zero,balance_credit_limit_pressure,-1.5543437,7.3593855
tot_coll_amt_missing_flag,missingness_or_unknown,-0.018105965,10.44719
tot_coll_amt_to_income,balance_credit_limit_pressure,11.593438,6.9225917
tot_coll_amt_to_loan_amnt,exposure_amount,11.804995,6.7961774
tot_cur_bal,balance_credit_limit_pressure,11.788286,7.3367534
tot_cur_bal_is_zero,balance_credit_limit_pressure,-1.89115,7.069919
tot_cur_bal_missing_flag,missingness_or_unknown,-0.2474129,10.385191
tot_cur_bal_per_open_acc,account_mix_credit_depth,12.468779,7.636239
tot_cur_bal_to_income,balance_credit_limit_pressure,12.899466,7.860459
tot_cur_bal_to_loan_amnt,exposure_amount,12.519295,6.845583
tot_hi_cred_lim,balance_credit_limit_pressure,11.634635,7.30751
tot_hi_cred_lim_is_zero,balance_credit_limit_pressure,-1.2915015,7.474617
tot_hi_cred_lim_missing_flag,missingness_or_unknown,-0.07652395,10.551514
tot_hi_cred_lim_to_income,balance_credit_limit_pressure,12.841541,7.850274
tot_hi_cred_lim_to_loan_amnt,exposure_amount,12.352931,6.906983
total_acc,account_mix_credit_depth,11.97738,5.736484
total_acc_band,account_mix_credit_depth,3.2645385,18.827541
total_acc_missing_flag,missingness_or_unknown,-1.4819114,10.953692
total_acc_positive_flag,account_mix_credit_depth,-2.454513,7.714428
total_bal_ex_mort,balance_credit_limit_pressure,11.715868,7.369113
total_bal_ex_mort_is_zero,mortgage_history,-2.788257,8.333786
total_bal_ex_mort_missing_flag,missingness_or_unknown,-1.6218712,10.568886
total_bal_ex_mort_per_open_acc,mortgage_history,13.187063,6.8162584
total_bal_ex_mort_to_income,mortgage_history,13.126809,7.5124984
total_bal_ex_mort_to_loan_amnt,mortgage_history,12.939844,6.8870177
total_bal_il_is_zero,balance_credit_limit_pressure,-1.9737926,7.096568
total_bal_il_missing_flag,missingness_or_unknown,-1.8709439,10.752456
total_bal_to_income_band,income_capacity,3.834234,18.28838
total_bc_limit,bankcard_capacity,11.765873,7.2132726
total_bc_limit_is_zero,bankcard_capacity,-2.122544,7.0988827
total_bc_limit_missing_flag,missingness_or_unknown,-1.3998419,11.01696
total_bc_limit_per_bc_trade,bankcard_capacity,12.078123,5.8275514
total_bc_limit_to_income,bankcard_capacity,12.781291,7.725519
total_bc_limit_to_loan_amnt,bankcard_capacity,12.110221,6.51222
total_bc_limit_to_total_rev_limit,bankcard_capacity,12.547654,5.8082066
total_cu_tl_is_zero,balance_credit_limit_pressure,-2.3511443,7.068698
total_cu_tl_missing_flag,missingness_or_unknown,-1.580845,10.862819
total_cu_tl_positive_flag,balance_credit_limit_pressure,-2.269197,7.0545197
total_il_high_credit_limit,balance_credit_limit_pressure,11.692142,7.3280225
total_il_high_credit_limit_is_zero,balance_credit_limit_pressure,-1.6158565,7.379869
total_il_high_credit_limit_missing_flag,missingness_or_unknown,-0.21589896,10.71675
total_il_high_credit_limit_to_income,balance_credit_limit_pressure,12.912624,7.823684
total_il_high_credit_limit_to_loan_amnt,exposure_amount,12.248598,6.9046836
total_rev_hi_lim,balance_credit_limit_pressure,11.631403,7.2271237
total_rev_hi_lim_is_zero,balance_credit_limit_pressure,-1.1733676,7.801986
total_rev_hi_lim_missing_flag,missingness_or_unknown,-0.26843768,10.702396
total_rev_hi_lim_per_rev_trade,balance_credit_limit_pressure,11.646417,7.2833834
total_rev_hi_lim_to_income,balance_credit_limit_pressure,12.766962,7.7817097
total_rev_hi_lim_to_loan_amnt,exposure_amount,12.103376,6.7527814
utilization_pressure,revolving_utilization,12.688408,7.429648
utilization_pressure_band,revolving_utilization,3.5122738,18.452227
utilization_pressure_x_fico,fico_credit_score,11.817521,7.459232
verification_group,credit_risk_other_reviewed,3.675882,17.827755
verification_group_x_loan_to_income_band,income_capacity,3.6523888,17.75278
verification_status,loan_terms,3.5237288,17.886377
verification_status_joint_missing_flag,missingness_or_unknown,-0.7142977,10.527751
very_high_dti_flag,income_capacity,-1.4654517,7.8160534
